bloco;y;x;id;vulgar;cient;familia;nome;classif;c7;c10;c13;c16;coordx;coordy;fuste7;fuste10;fuste13;st7;st10;st13;fito7;fito10;fito13;copa7;copa10;copa13;obs
F4;8;5,5;F4/6A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;56,99999999;63,49999999;69,5;74,39999999;677005,5;7184258;2;2;42;3;3;3;3;3;3;2;3;2;
H6;11,6;4;H6/11A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;69,89999999;76,20000001;82,00000001;88,4;677104;7184361,6;3;3;43;3;3;2;3;3;3;3;3;3;
F8;11,6;39,5;F8/173B;Coutarea hexandra;Coutarea hexandra (Jacq.) K.Schum.;Rubiaceae;Couhex;Si;45,20000001;47,90000001;51,5;54,79999999;677039,5;7184461,6;2;2;2;2;2;2;3;3;3;3;3;3;
J4;27,9;25;J4/92A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;72,70000001;73,2;72,50000001;79,39999999;677225;7184277,9;42;42;42;2;2;1;2;2;1;3;3;1;
F3;5,8;14,7;F3/65A;Cryptocaria;Cryptocarya aschersoniana Mez;Lauraceae;Cryasc;St;31,59999999;32,5;;;677014,7;7184205,8;43;;;1;2;;3;4;4;1;;;
F8;38,7;43;F8/228A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;34,49999999;34,59999999;34;;677043;7184488,7;2;2;2;2;2;1;3;4;1;1;;1;
E8;44,4;16;E8/29A;Pimenteira;Cinnamodendron dinisii Schwacke;Canellaceae;Cindin;P;115,5;;;;676966;7184494,4;43;;;3;;;3;4;;3;;;
F7;49;17,8;F7/60A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;39,20000001;42,8;44,59999999;47,30000001;677017,8;7184449;2;2;2;2;2;2;3;3;5;3;3;3;
F1;26,8;39,7;F1/20A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;39;39;39,49999999;39,49999999;677039,7;7184126,8;1;1;1;2;2;2;3;3;3;2;1;1;
F9;2,2;31,5;F9/148A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;38,60000001;39,40000001;39,9;39,9;677031,5;7184502,2;41;41;41;2;2;2;3;3;3;2;2;2;
G3;26,5;46,5;G3/147A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;36,50000001;41,09999999;47,30000001;48,80000001;677096,5;7184226,5;3;3;3;2;2;2;3;35;35;3;3;3;
D5;3,6;4,5;D5/8A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;39,1;40,19999999;41,40000001;43,29999999;676904,5;7184303,6;2;3;;2;2;2;3;5;3;3;2;3;
E4;44,7;27;E4/97B;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;59,19999999;60,30000001;60,8;60,8;676977;7184294,7;1;41;;1;2;1;2;3;3;3;3;3;
G5;13,1;45,5;G5/143A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;32,99999999;32,99999999;33,09999999;33,79999999;677095,5;7184313,1;2;2;2;2;2;1;3;3;3;3;3;2;
B4;28,5;5;B4/126A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;;;135,5;135,8;676805;7184278,5;;;3;;;3;;;3;;;2;
H7;2,7;43;H7/132A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;215,5;222;230;238;677143;7184402,7;3;3;3;3;3;3;3;3;3;3;3;3;
B6;37,6;26,5;B6/96A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;32,00000001;33,60000001;;;676826,5;7184387,6;1;;;1;;;1;4;;1;;;
F1;48,1;45;F1/2A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;57,59999999;59,79999999;64,99999999;74,70000001;677045;7184148,1;41;41;41;3;3;2;3;3;3;2;2;2;
D5;39,8;44,5;D5/158A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;44,8;45,6;;;676944,5;7184339,8;1;41;;1;2;;3;5;4;1;1;;
H3;19,3;7,5;H3/11A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;55,30000001;58,99999998;63,20000001;67,79999999;677107,5;7184219,3;2;2;42;3;3;1;3;3;2;3;3;3;
A6;41,3;45,5;A6/38A;Pimenteira;Cinnamodendron dinisii Schwacke;Canellaceae;Cindin;P;95,70000001;95,70000001;;;676795,5;7184391,3;2;;;3;;;3;4;4;2;;;
I4;36,3;2,5;I4/35A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;31,8;33,3;34,49999999;35,19999999;677152,5;7184286,3;3;3;2;1;1;1;2;2;15;1;1;2;
E3;6,5;25;E3/101A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;72,70000001;74,19999998;76,59999999;78,59999999;676975;7184206,5;2;1;;3;2;2;3;5;25;3;3;2;
H7;44,5;10,3;H7/172A;Casearia decandra;Casearia decandra Jacq.;Salicaceae;Casdec;St;50,49999999;51,89999999;53,5;54,69999999;677110,3;7184444,5;3;3;2;2;2;2;3;3;3;3;3;3;
C6;27,2;10,5;C6/39B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;41,2;44,8;48,89999999;51,3;676860,5;7184377,2;2;3;;1;1;2;3;3;35;2;2;3;
H1;45,2;16;H1/13A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;55,39999999;55,49999999;56,5;56,80000001;677116;7184145,2;1;1;1;2;2;2;3;3;3;2;2;3;
G9;11,7;16,3;G9/92A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;;32,99999999;35,4;677066,3;7184511,7;;;2;;;3;;;3;;;3;
G2;3,4;4,5;G2/1A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;33,50000001;36,1;38,79999999;41,50000001;677054,5;7184153,4;2;2;2;2;2;2;2;2;3;1;1;2;
E8;25,4;7;E8/16A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;93,70000001;93,70000001;94,69999999;95,5;676957;7184475,4;41;41;;3;2;1;2;5;25;2;2;2;
H3;27,5;38;H3/106B;Guaraperê;Lamanonia ternata Vell.;Cunoniaceae;Lamter;P;51,3;56,80000001;61,29999999;64,29999999;677138;7184227,5;1;1;1;3;3;2;3;3;3;3;3;3;
A4;32,7;36;A4/131A;Citronela gangonha;Citronella gongonha (Mart.) R.A.Howard;Cardiopteridaceae;Citgon;Si;;;42,7;49,50000001;676786;7184282,7;;;42;;;2;;;3;;;3;
H2;21,7;37;H2/126A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;199,5;205;211,5;220,2;677137;7184171,7;3;3;3;3;3;3;3;3;3;3;3;3;
G2;38,3;39;G2/103A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;37,20000001;38,09999999;38,50000001;38,50000001;677089;7184188,3;41;41;42;1;2;1;3;2;3;2;2;2;
F6;33,6;44;F6/213A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;36,1;39;39,1;39,49999999;677044;7184383,6;1;1;1;1;2;2;2;25;3;2;1;1;
F5;17,5;49,9;F5/126B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;41,9;42;42,6;42,6;677049,9;7184317,5;2;2;4;2;2;2;3;35;3;3;3;2;
F3;26;49,3;F3/134A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;35,29999999;40,89999998;45,7;50,20000001;677049,3;7184226;2;2;2;1;3;2;3;35;3;1;2;2;
D9;45;26,8;D9/182A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;31,49999998;32,39999999;33,3;33,3;676926,8;7184545;2;4;;2;2;2;2;3;3;3;2;3;
C7;35,1;48;C7/143A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;76,49999999;76,8;77,29999999;77,5;676898;7184435,1;43;4;;2;2;2;3;5;35;3;3;3;
F7;17,3;35;F7/278A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;;32,99999999;35,89999999;39,59999999;677035;7184417,3;;3;2;;2;2;;2;3;;1;1;
H1;49,4;10,5;H1/16A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;64,00000001;71;81,30000001;88,60000001;677110,5;7184149,4;3;3;43;3;3;3;3;3;3;3;3;3;
D7;14,3;47;D7/131A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;74,80000001;81;81,8;84,80000001;676947;7184414,3;3;3;;3;2;2;3;3;3;3;3;3;
C7;48,7;18;C7/19A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;53,10000001;57,2;61,39999999;67,79999999;676868;7184448,7;2;2;;2;1;2;3;3;3;3;2;3;
F7;7,5;45;F7/222A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;130,2;133,5;144,8;148,4;677045;7184407,5;3;3;3;3;3;3;3;;3;3;3;3;
C7;4,6;44,5;C7/125A;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;36,2;37,39999999;37,99999998;;676894,5;7184404,6;2;41;;1;1;1;3;3;3;3;2;3;
F8;12,6;7;F8/15A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;149;154;155,4;156;677007;7184462,6;2;2;3;2;2;2;2;25;15;2;2;1;
H2;10,8;10,2;H2/71B;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;43,29999999;47;50,20000001;53,29999999;677110,2;7184160,8;3;3;3;3;3;3;3;3;3;3;3;3;
H6;15,5;26;H6/98A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;46,19999999;48,89999999;50,39999999;50,80000001;677126;7184365,5;1;1;2;2;2;2;3;3;3;3;3;3;
E9;1;20,5;E9/105A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;32,00000001;36,40000001;39,59999999;44,40000001;676970,5;7184501;2;1;;3;2;1;3;5;3;2;3;3;
G8;15;33;G8/156A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;102,5;107,1;111,6;118;677083;7184465;2;2;2;3;3;2;3;3;35;3;3;3;
H7;23;35;H7/118A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;40,80000001;40,80000001;40,80000001;;677135;7184423;1;1;;2;2;;3;5;4;2;2;;
G5;43,5;28,7;G5/205A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;;;33,2;677078,7;7184343,5;;;;;;;;;;;;;
F5;47;30,5;F5/84A;Ariticum;Annona rugulosa (Schltdl.) H.Rainer;Annonaceae;Annrug;P;48,19999999;52,49999999;55;55,1;677030,5;7184347;3;3;4;2;;2;3;;35;2;;2;
D4;3,6;11;D4/74B;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;43,00000001;43,19999999;43,29999999;44,2;676911;7184253,6;2;3;;1;2;2;3;2;35;2;2;3;
E4;7,2;24;E4/71A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;36,40000001;39;41,50000001;44,1;676974;7184257,2;1;42;;2;2;2;1;5;2;1;2;2;
G8;44,5;11,3;G8/54A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;36,8;39,49999999;41,79999999;43,99999999;677061,3;7184494,5;2;2;2;3;3;2;3;3;3;2;2;3;
H2;39,6;19,9;H2/49A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;58,80000001;59,19999999;60;60,30000001;677119,9;7184189,6;2;2;2;3;3;2;3;3;3;3;3;3;
G5;45;3;G5/183A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;31,49999998;31,69999999;31,9;677053;7184345;;2;2;;2;1;;3;35;;2;2;
F3;26,6;21;F3/182A;Sucará;Xylosma ciliatifolia (Clos) Eichler;Salicaceae;Xylcil;Si;;;;33,3;677021;7184226,6;;;;;;;;;;;;;
G6;25;49,9;G6/184A;Coutarea hexandra;Coutarea hexandra (Jacq.) K.Schum.;Rubiaceae;Couhex;Si;31,69999999;33,50000001;35,00000001;35,00000001;677099,9;7184375;2;2;2;2;2;1;3;3;3;3;3;3;
A5;11,6;15;A5/133A;Pau de leite;Sapium glandulosum (L.) Morong;Euphorbiaceae;Sapgla;P;49,69999999;53,99999999;57,9;58,39999999;676765;7184311,6;3;3;;3;2;2;3;3;35;3;2;3;
D5;1,7;36;D5/197B;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;53,19999998;53,19999998;53,19999998;56,19999999;676936;7184301,7;3;41;;3;2;3;1;5;5;3;2;2;
D6;7;39;D6/130A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;34,7;36,59999999;36,59999999;;676939;7184357;3;3;;2;2;2;3;3;35;2;3;3;
F4;13,1;14;F4/59A;Guabiroba;Campomanesia xanthocarpa (Mart.) O.Berg;Myrtaceae;Camxan;St;58,39999999;61,39999999;66,29999999;66,29999999;677014;7184263,1;43;43;4;2;2;2;3;35;35;2;3;3;
D4;32,5;42;D4/177A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;50,49999999;55;61,00000001;65,2;676942;7184282,5;3;3;;3;2;2;3;3;35;3;3;3;
F9;2,6;38;F9/150A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;61,6;61,6;;;677038;7184502,6;41;41;;1;1;;3;4;4;1;1;;
D4;12,9;34,5;D4/145A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;32,00000001;32,00000001;32,20000002;32,29999999;676934,5;7184262,9;2;2;;2;2;1;2;3;3;2;2;3;
G5;4,5;33;G5/125A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;41,50000001;48,70000001;53,70000001;58,49999999;677083;7184304,5;3;3;2;3;3;2;3;3;3;3;3;3;
D5;48,4;6,8;D5/179A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;;;31,9;32,70000001;676906,8;7184348,4;;;2;;;2;;;3;;;2;
H4;17,8;15;H4/58A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;36,40000001;36,59999999;36,69999999;37,29999999;677115;7184267,8;1;1;2;1;1;1;2;5;3;1;1;2;
C6;13,8;49;C6/109A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;39,9;42;44,1;44,9;676899;7184363,8;2;41;;2;2;2;3;3;35;2;2;2;
B6;2,9;4,5;B6/2A;Vassourão preto;Piptocarpha axillaris (Less.) Baker;Asteraceae;Pipaxi;P;84,20000001;86,69999999;91,79999999;;676804,5;7184352,9;2;2;;3;2;2;3;3;25;3;3;3;
F8;40,8;29,5;F8/127A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;134,3;144,9;154;164;677029,5;7184490,8;3;3;3;3;3;3;3;3;3;3;3;3;
F8;39;19,7;F8/53A;Sete capote;Campomanesia guazumifolia (Cambess.) O.Berg;Myrtaceae;Camgua;St;40,80000001;42,90000001;45,10000001;46,60000001;677019,7;7184489;3;3;2;3;3;2;3;3;3;3;3;3;
D7;2,9;35,5;D7/115A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;47,8;48,5;49,09999999;49,09999999;676935,5;7184402,9;2;2;;2;1;2;3;3;3;1;2;3;
I4;30,1;28;I4/117A;Bugreiro;Lithraea brasiliensis Marchand;Anacardiaceae;Litbra;P;35,19999999;35,19999999;;;677178;7184280,1;43;;;1;;;2;4;4;1;;;
G8;0,2;0,3;G8/1A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;35,5;35,5;35,5;35,99999999;677050,3;7184450,2;2;2;42;2;2;2;3;3;3;2;2;2;
E2;43,9;19,7;E2/67A;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;49,3;51,4;53,80000001;56,70000001;676969,7;7184193,9;3;3;;2;2;3;3;5;3;3;3;2;
E7;2,3;21;E7/84A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;31,59999999;34,39999999;34,30000001;34,49999999;676971;7184402,3;2;2;;1;2;1;3;3;3;2;3;2;
H3;8;48,5;H3/132A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;54,9;56,4;57,59999999;;677148,5;7184208;4;4;41;3;3;2;3;3;3;3;3;2;
J4;2;22;J4/84A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;34,90000001;35,5;;;677222;7184252;1;1;;1;1;;1;5;4;1;1;;
F8;27,2;0,3;F8/27A;Guabiroba;Campomanesia xanthocarpa (Mart.) O.Berg;Myrtaceae;Camxan;St;34,30000001;34,90000001;35,10000002;35,99999999;677000,3;7184477,2;1;2;42;2;2;1;2;25;3;1;1;2;
G8;43,5;31;G8/154A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;55,7;63,8;;;677081;7184493,5;41;41;;1;1;;1;4;4;1;1;;
G2;38,3;39;G2/103A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;37,20000001;38,09999999;38,50000001;38,50000001;677089;7184188,3;41;41;42;1;2;1;3;2;3;2;2;2;
F5;20,5;32;F5/104A;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;38,3;40,19999999;40,19999999;40,19999999;677032;7184320,5;1;1;3;1;;1;3;;25;3;;1;
D3;34;25;D3/57A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;39,49999999;42;45,10000001;46,3;676925;7184234;42;4;;1;2;2;2;5;3;2;3;3;
F8;35,8;33;F8/289A;Mamica-de-cadela;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;Rutaceae;Zankle;Si;55,8;60,20000001;64,99999999;71,39999999;677033;7184485,8;2;2;2;3;3;2;3;35;35;3;3;2;
H4;32,7;24;H4/99A;Ni;Ni;Ni;Ni;Ni;;32,99999999;36,1;37,39999999;677124;7184282,7;;2;41;;3;2;;3;3;;3;3;
G9;9,2;19,5;G9/82A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;;34;43,09999999;48,99999999;677069,5;7184509,2;;3;2;;3;3;;3;3;;3;3;
F2;15,5;30,5;F2/126A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;32,6;32,99999999;32,6;;677030,5;7184165,5;3;3;;2;2;;3;3;4;3;2;;
G2;35;20,5;G2/86A;Eugenia multiovulata;Eugenia chlorophylla O.Berg;Myrtaceae;Eugchl;C;33,89999999;33,89999999;33,60000001;;677070,5;7184185;42;42;42;1;1;1;3;1;2;1;1;1;
G7;19,7;38;G7/148A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;34,7;35,4;35,4;36,8;677088;7184419,7;41;41;42;2;2;1;3;3;15;1;1;1;
I5;8,5;37;I5/110A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;43,09999999;45,39999999;45,90000001;46,60000001;677187;7184308,5;2;2;3;2;2;2;3;3;3;2;2;3;
F3;45;0,8;F3/29A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;48,70000001;53,39999999;56,00000001;58;677000,8;7184245;2;2;2;1;1;1;3;3;3;1;3;3;
A5;10,9;48,5;A5/41A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;34,39999999;34,7;36,3;38,4;676798,5;7184310,9;2;2;;2;2;2;3;3;35;3;3;3;
E7;42,8;37;E7/129A;Embauvarana;Oreopanax fulvus Marchal;Araliaceae;Oreful;C;37,99999998;39,8;42;43,79999998;676987;7184442,8;3;1;;2;2;2;3;2;3;2;3;3;
D7;11,7;8;D7/188A;Canela de raposa;Styrax leprosus Hook. & Arn.;Styracaceae;Stylep;Si;57,9;61,89999998;66,29999999;69,4;676908;7184411,7;3;3;;2;2;3;3;3;3;3;3;3;
G5;47,8;35,8;G5/206A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;;;33,89999999;677085,8;7184347,8;;;;;;;;;;;;;
F9;11,8;25;F9/83A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;49,69999999;49,69999999;49,69999999;49,69999999;677025;7184511,8;1;1;1;1;1;2;3;3;35;2;2;1;
